Monat_Jahr;Abfallfraktion;Unterkategorie;Entsorgungsart;Abfuhrgebiet;Annahmestelle;Deponie Anlieferung;Gewicht in kg;Gewicht in t
2016-08;Karton;;Strassensammlung;A;;;3700.0;3.7
2016-09;Papier;;Strassensammlung;C;;;15420.0;15.42
2016-09;Papier;;Strassensammlung;L;;;21210.0;21.21
2016-09;Papier;;Strassensammlung;I;;;16040.0;16.04
2016-09;Papier;;Strassensammlung;A;;;15510.0;15.51
2016-10;Karton;;Strassensammlung;E;;;7310.0;7.31
2016-10;Karton;;Strassensammlung;F;;;6380.0;6.38
2016-10;Karton;;Strassensammlung;H;;;3250.0;3.25
2016-10;Papier;;Strassensammlung;C;;;15170.0;15.17
2016-10;Papier;;Strassensammlung;H;;;16100.0;16.1
2016-10;Papier;;Strassensammlung;B;;;19970.0;19.97
2016-11;Karton;;Strassensammlung;L;;;17720.0;17.72
2016-11;Papier;;Strassensammlung;E;;;36390.0;36.39
2016-11;Papier;;Strassensammlung;G;;;16920.0;16.92
2016-12;Papier;;Strassensammlung;A;;;16690.0;16.69
2016-12;Papier;;Strassensammlung;K;;;19950.0;19.95
2016-12;Karton;;Strassensammlung;L;;;17010.0;17.01
2016-12;Papier;;Strassensammlung;H;;;7040.0;7.04
2016-12;Karton;;Strassensammlung;G;;;4130.0;4.13
2017-01;Karton;;Strassensammlung;D;;;4010.0;4.01
2017-01;Papier;;Strassensammlung;G;;;10440.0;10.44
2017-01;Papier;;Strassensammlung;C;;;11020.0;11.02
2017-01;Papier;;Strassensammlung;I;;;11440.0;11.44
2017-01;Papier;;Strassensammlung;A;;;13830.0;13.83
2017-01;Papier;;Strassensammlung;K;;;13830.0;13.83
2017-01;Papier;;Strassensammlung;G;;;6210.0;6.21
2017-01;Papier;;Strassensammlung;A;;;7230.0;7.23
2017-02;Papier;;Strassensammlung;D;;;6600.0;6.6
2017-02;Papier;;Strassensammlung;K;;;7490.0;7.49
2017-02;Karton;;Strassensammlung;G;;;5060.0;5.06
2017-02;Papier;;Strassensammlung;C;;;14700.0;14.7
2017-02;Papier;;Strassensammlung;L;;;20000.0;20.0
2017-02;Papier;;Strassensammlung;I;;;14410.0;14.41
2017-04;Papier;;Strassensammlung;G;;;16290.0;16.29
2017-04;Papier;;Strassensammlung;C;;;13330.0;13.33
2017-04;Papier;;Strassensammlung;E;;;12610.0;12.61
2017-04;Papier;;Strassensammlung;I;;;5160.0;5.16
2017-04;Papier;;Strassensammlung;A;;;5220.0;5.22
2017-05;Karton;;Strassensammlung;A;;;3410.0;3.41
2017-05;Karton;;Strassensammlung;F;;;7760.0;7.76
2017-05;Papier;;Strassensammlung;A;;;14760.0;14.76
2017-05;Papier;;Strassensammlung;H;;;14440.0;14.44
2017-05;Papier;;Strassensammlung;G;;;5040.0;5.04
2017-06;Papier;;Strassensammlung;K;;;8180.0;8.18
2017-06;Karton;;Strassensammlung;G;;;3750.0;3.75
2017-06;Karton;;Strassensammlung;I;;;4440.0;4.44
2017-06;Papier;;Strassensammlung;C;;;13160.0;13.16
2017-07;Papier;;Strassensammlung;B;;;17100.0;17.1
2017-07;Papier;;Strassensammlung;K;;;6300.0;6.3
2017-07;Papier;;Strassensammlung;B;;;6120.0;6.12
2017-07;Karton;;Strassensammlung;G;;;2660.0;2.66
2017-07;Karton;;Strassensammlung;C;;;3480.0;3.48
2017-07;Karton;;Strassensammlung;L;;;13140.0;13.14
2017-08;Papier;;Strassensammlung;H;;;6320.0;6.32
2017-09;Karton;;Strassensammlung;E;;;9470.0;9.47
2017-09;Karton;;Strassensammlung;A;;;3550.0;3.55
2017-09;Karton;;Strassensammlung;D;;;4270.0;4.27
2017-09;Papier;;Strassensammlung;E;;;32680.0;32.68
2017-09;Papier;;Strassensammlung;G;;;11840.0;11.84
2017-09;Papier;;Strassensammlung;I;;;13840.0;13.84
2017-10;Papier;;Strassensammlung;E;;;15990.0;15.99
2017-10;Papier;;Strassensammlung;L;;;19230.0;19.23
2017-10;Papier;;Strassensammlung;I;;;7790.0;7.79
2017-10;Karton;;Strassensammlung;C;;;3810.0;3.81
2017-10;Papier;;Strassensammlung;G;;;12370.0;12.37
2017-11;Papier;;Strassensammlung;H;;;15690.0;15.69
2017-11;Papier;;Strassensammlung;D;;;17520.0;17.52
2017-11;Papier;;Strassensammlung;K;;;8620.0;8.62
2017-11;Karton;;Strassensammlung;C;;;4180.0;4.18
2017-11;Karton;;Strassensammlung;I;;;4390.0;4.39
2017-12;Papier;;Strassensammlung;G;;;13030.0;13.03
2017-12;Papier;;Strassensammlung;C;;;13870.0;13.87
2018-01;Karton;;Strassensammlung;I;;;4970.0;4.97
2018-01;Papier;;Strassensammlung;L;;;21540.0;21.54
2018-01;Papier;;Strassensammlung;A;;;14750.0;14.75
2018-02;Papier;;Strassensammlung;L;;;17620.0;17.62
2018-03;Karton;;Strassensammlung;K;;;3230.0;3.23
2018-03;Papier;;Strassensammlung;E;;;14460.0;14.46
2018-03;Papier;;Strassensammlung;L;;;19000.0;19.0
2018-04;Karton;;Strassensammlung;F;;;6990.0;6.99
2018-04;Papier;;Strassensammlung;H;;;12620.0;12.62
2018-04;Papier;;Strassensammlung;K;;;13870.0;13.87
2018-05;Papier;;Strassensammlung;H;;;7050.0;7.05
2018-05;Karton;;Strassensammlung;D;;;4330.0;4.33
2018-06;Papier;;Strassensammlung;A;;;5800.0;5.8
2018-06;Papier;;Strassensammlung;K;;;6490.0;6.49
2018-06;Karton;;Strassensammlung;E;;;9010.0;9.01
2018-06;Karton;;Strassensammlung;I;;;4370.0;4.37
2018-07;Papier;;Strassensammlung;H;;;11360.0;11.36
2018-07;Papier;;Strassensammlung;G;;;3170.0;3.17
2018-08;Karton;;Strassensammlung;H;;;3580.0;3.58
2018-08;Papier;;Strassensammlung;C;;;10210.0;10.21
2018-09;Karton;;Strassensammlung;F;;;7420.0;7.42
2018-10;Papier;;Strassensammlung;G;;;9030.0;9.03
2018-10;Papier;;Strassensammlung;D;;;12820.0;12.82
2018-11;Papier;;Strassensammlung;E;;;31630.0;31.63
2018-12;Karton;;Strassensammlung;F;;;8320.0;8.32
2019-01;Papier;;Strassensammlung;F;;;11150.0;11.15
2019-02;Papier;;Strassensammlung;D;;;6870.0;6.87
2019-02;Papier;;Strassensammlung;K;;;6320.0;6.32
2019-03;Karton;;Strassensammlung;F;;;8140.0;8.14
2019-03;Karton;;Strassensammlung;D;;;4910.0;4.91
2019-03;Papier;;Strassensammlung;H;;;13170.0;13.17
2019-04;Papier;;Strassensammlung;C;;;6020.0;6.02
2019-06;Karton;;Strassensammlung;H;;;3480.0;3.48
2019-06;Papier;;Strassensammlung;C;;;10570.0;10.57
2019-06;Papier;;Strassensammlung;I;;;10850.0;10.85
2019-07;Papier;;Strassensammlung;L;;;14820.0;14.82
2019-07;Karton;;Strassensammlung;F;;;6330.0;6.33
2019-07;Papier;;Strassensammlung;D;;;8220.0;8.22
2019-08;Papier;;Strassensammlung;E;;;10020.0;10.02
2019-08;Papier;;Strassensammlung;B;;;7690.0;7.69
2019-08;Karton;;Strassensammlung;C;;;3250.0;3.25
2019-08;Karton;;Strassensammlung;A;;;3320.0;3.32
2019-08;Karton;;Strassensammlung;D;;;4000.0;4.0
2019-08;Karton;;Strassensammlung;B;;;6180.0;6.18
2019-09;Papier;;Strassensammlung;C;;;9930.0;9.93
2019-09;Papier;;Strassensammlung;F;;;19680.0;19.68
2019-09;Papier;;Strassensammlung;D;;;11990.0;11.99
2019-09;Papier;;Strassensammlung;A;;;5950.0;5.95
2019-09;Papier;;Strassensammlung;H;;;6010.0;6.01
2019-10;Karton;;Strassensammlung;C;;;3740.0;3.74
2019-10;Papier;;Strassensammlung;I;;;10670.0;10.67
2019-10;Papier;;Strassensammlung;D;;;13600.0;13.6
2019-10;Papier;;Strassensammlung;K;;;13490.0;13.49
2019-10;Papier;;Strassensammlung;E;;;14880.0;14.88
2019-11;Papier;;Strassensammlung;F;;;11550.0;11.55
2019-11;Karton;;Strassensammlung;L;;;9940.0;9.94
2019-11;Karton;;Strassensammlung;A;;;3630.0;3.63
2019-11;Karton;;Strassensammlung;K;;;3550.0;3.55
2019-11;Papier;;Strassensammlung;A;;;13720.0;13.72
2019-12;Papier;;Strassensammlung;F;;;21420.0;21.42
2019-12;Papier;;Strassensammlung;H;;;12010.0;12.01
2019-12;Papier;;Strassensammlung;B;;;15020.0;15.02
2019-12;Papier;;Strassensammlung;C;;;5480.0;5.48
2019-12;Karton;;Strassensammlung;L;;;17000.0;17.0
2019-12;Papier;;Strassensammlung;A;;;6040.0;6.04
2019-12;Papier;;Strassensammlung;D;;;7300.0;7.3
2019-12;Karton;;Strassensammlung;E;;;9760.0;9.76
2019-12;Karton;;Strassensammlung;A;;;2980.0;2.98
2020-01;Karton;;Strassensammlung;K;;;2150.0;2.15
2020-01;Karton;;Strassensammlung;B;;;6150.0;6.15
2020-01;Papier;;Strassensammlung;E;;;11350.0;11.35
2020-01;Papier;;Strassensammlung;A;;;4300.0;4.3
2020-01;Papier;;Strassensammlung;K;;;4750.0;4.75
2020-02;Karton;;Strassensammlung;L;;;14000.0;14.0
2020-02;Papier;;Strassensammlung;A;;;10250.0;10.25
2020-02;Papier;;Strassensammlung;K;;;9720.0;9.72
2020-03;Karton;;Strassensammlung;L;;;13990.0;13.99
2020-03;Karton;;Strassensammlung;G;;;6140.0;6.14
2020-03;Papier;;Strassensammlung;L;;;12920.0;12.92
2020-03;Karton;;Strassensammlung;A;;;3500.0;3.5
2020-03;Karton;;Strassensammlung;D;;;5050.0;5.05
2020-03;Karton;;Strassensammlung;B;;;7090.0;7.09
2020-04;Papier;;Strassensammlung;A;;;10360.0;10.36
2020-04;Papier;;Strassensammlung;H;;;12410.0;12.41
2020-04;Papier;;Strassensammlung;K;;;12120.0;12.12
2020-04;Papier;;Strassensammlung;E;;;14020.0;14.02
2020-04;Papier;;Strassensammlung;G;;;3750.0;3.75
2020-04;Papier;;Strassensammlung;L;;;10990.0;10.99
2020-04;Papier;;Strassensammlung;F;;;8620.0;8.62
2020-04;Papier;;Strassensammlung;B;;;5920.0;5.92
2020-04;Karton;;Strassensammlung;E;;;12790.0;12.79
2020-04;Karton;;Strassensammlung;L;;;6900.0;6.9
2020-05;Karton;;Strassensammlung;A;;;4150.0;4.15
2020-05;Karton;;Strassensammlung;F;;;11330.0;11.33
2020-05;Papier;;Strassensammlung;L;;;12230.0;12.23
2020-06;Papier;;Strassensammlung;H;;;3800.0;3.8
2020-06;Karton;;Strassensammlung;G;;;5990.0;5.99
2020-06;Karton;;Strassensammlung;I;;;5910.0;5.91
2020-06;Karton;;Strassensammlung;H;;;4640.0;4.64
2020-06;Karton;;Strassensammlung;D;;;6560.0;6.56
2020-06;Karton;;Strassensammlung;B;;;9120.0;9.12
2020-06;Papier;;Strassensammlung;E;;;20520.0;20.52
2020-06;Papier;;Strassensammlung;G;;;7250.0;7.25
2020-06;Papier;;Strassensammlung;I;;;8920.0;8.92
2020-07;Papier;;Strassensammlung;B;;;11230.0;11.23
2020-07;Karton;;Strassensammlung;G;;;3680.0;3.68
2020-07;Karton;;Strassensammlung;H;;;2400.0;2.4
2020-07;Karton;;Strassensammlung;L West;;;2290.0;2.29
2020-07;Papier;;Strassensammlung;E;;;17570.0;17.57
2020-08;Karton;;Strassensammlung;C;;;2890.0;2.89
2020-08;Papier;;Strassensammlung;H;;;9300.0;9.3
2020-08;Papier;;Strassensammlung;L West;;;4990.0;4.99
2020-09;Karton;;Strassensammlung;L West;;;8770.0;8.77
2020-09;Karton;;Strassensammlung;G;;;4250.0;4.25
2020-09;Karton;;Strassensammlung;L Ost;;;10750.0;10.75
2020-10;Karton;;Strassensammlung;F;;;6070.0;6.07
2020-10;Papier;;Strassensammlung;E;;;22990.0;22.99
2020-10;Papier;;Strassensammlung;G;;;7860.0;7.86
2020-10;Papier;;Strassensammlung;C;;;8360.0;8.36
2020-10;Papier;;Strassensammlung;A;;;9980.0;9.98
2020-10;Karton;;Strassensammlung;C;;;3300.0;3.3
2020-11;Karton;;Strassensammlung;D;;;3150.0;3.15
2020-11;Papier;;Strassensammlung;E;;;25740.0;25.74
2020-11;Papier;;Strassensammlung;G;;;9510.0;9.51
2020-11;Papier;;Strassensammlung;C;;;10440.0;10.44
2020-11;Papier;;Strassensammlung;A;;;10730.0;10.73
2020-11;Papier;;Strassensammlung;D;;;12560.0;12.56
2020-11;Papier;;Strassensammlung;K;;;11510.0;11.51
2020-11;Karton;;Strassensammlung;A;;;3720.0;3.72
2020-12;Karton;;Strassensammlung;H;;;3370.0;3.37
2020-12;Karton;;Strassensammlung;K;;;2790.0;2.79
2020-12;Papier;;Strassensammlung;E;;;21740.0;21.74
2020-12;Karton;;Strassensammlung;G;;;4970.0;4.97
2020-12;Karton;;Strassensammlung;I;;;5310.0;5.31
2020-12;Karton;;Strassensammlung;A;;;3730.0;3.73
2021-01;Karton;;Strassensammlung;C;;;3810.0;3.81
2021-01;Karton;;Strassensammlung;L Ost;;;5880.0;5.88
2021-01;Karton;;Strassensammlung;A;;;3370.0;3.37
2021-02;Papier;;Strassensammlung;I;;;8780.0;8.78
2021-02;Papier;;Strassensammlung;B;;;13270.0;13.27
2021-02;Karton;;Strassensammlung;I;;;4910.0;4.91
2021-02;Karton;;Strassensammlung;L West;;;7620.0;7.62
2021-03;Papier;;Strassensammlung;L Ost;;;5830.0;5.83
2021-03;Papier;;Strassensammlung;H;;;8860.0;8.86
2021-03;Papier;;Strassensammlung;B;;;11430.0;11.43
2021-03;Karton;;Strassensammlung;F;;;7610.0;7.61
2021-03;Papier;;Strassensammlung;L Ost;;;5490.0;5.49
2021-04;Papier;;Strassensammlung;I;;;9760.0;9.76
2021-04;Papier;;Strassensammlung;D;;;6520.0;6.52
2021-04;Karton;;Strassensammlung;C;;;3140.0;3.14
2021-04;Karton;;Strassensammlung;L Ost;;;8400.0;8.4
2021-04;Karton;;Strassensammlung;H;;;3020.0;3.02
2021-04;Karton;;Strassensammlung;B;;;6790.0;6.79
2021-04;Papier;;Strassensammlung;L Ost;;;5740.0;5.74
2021-04;Papier;;Strassensammlung;I;;;8400.0;8.4
2021-05;Papier;;Strassensammlung;B;;;11630.0;11.63
2021-06;Papier;;Strassensammlung;K;;;9150.0;9.15
2021-06;Karton;;Strassensammlung;I;;;4300.0;4.3
2021-07;Karton;;Strassensammlung;L West;;;8640.0;8.64
2021-07;Papier;;Strassensammlung;C;;;6310.0;6.31
2021-07;Papier;;Strassensammlung;L West;;;3800.0;3.8
2021-07;Papier;;Strassensammlung;K;;;6710.0;6.71
2021-08;Karton;;Strassensammlung;E;;;7010.0;7.01
2021-08;Karton;;Strassensammlung;I;;;3080.0;3.08
2021-08;Karton;;Strassensammlung;H;;;2770.0;2.77
2021-08;Karton;;Strassensammlung;D;;;3140.0;3.14
2021-08;Karton;;Strassensammlung;K;;;2780.0;2.78
2021-08;Karton;;Strassensammlung;B;;;4670.0;4.67
2021-08;Papier;;Strassensammlung;E;;;17520.0;17.52
2021-08;Papier;;Strassensammlung;G;;;6500.0;6.5
2021-08;Papier;;Strassensammlung;F;;;16590.0;16.59
2021-08;Papier;;Strassensammlung;B;;;9910.0;9.91
2021-09;Karton;;Strassensammlung;I;;;3980.0;3.98
2021-09;Karton;;Strassensammlung;H;;;2490.0;2.49
2021-09;Karton;;Strassensammlung;L West;;;4620.0;4.62
2021-09;Karton;;Strassensammlung;K;;;3070.0;3.07
2021-09;Papier;;Strassensammlung;E;;;21340.0;21.34
2021-09;Papier;;Strassensammlung;G;;;7220.0;7.22
2021-09;Karton;;Strassensammlung;I;;;4200.0;4.2
2021-10;Karton;;Strassensammlung;F;;;6820.0;6.82
2021-10;Karton;;Strassensammlung;D;;;2720.0;2.72
2021-10;Papier;;Strassensammlung;G;;;7260.0;7.26
2021-10;Papier;;Strassensammlung;I;;;9060.0;9.06
2021-10;Papier;;Strassensammlung;H;;;9700.0;9.7
2021-10;Karton;;Strassensammlung;C;;;2970.0;2.97
2021-10;Karton;;Strassensammlung;L Ost;;;10870.0;10.87
2021-11;Karton;;Strassensammlung;H;;;2820.0;2.82
2021-11;Karton;;Strassensammlung;K;;;3020.0;3.02
2021-11;Papier;;Strassensammlung;L Ost;;;8880.0;8.88
2021-11;Papier;;Strassensammlung;I;;;9780.0;9.78
2021-11;Papier;;Strassensammlung;L West;;;4780.0;4.78
2021-12;Karton;;Strassensammlung;D;;;4310.0;4.31
2021-12;Karton;;Strassensammlung;L West;;;9440.0;9.44
2021-12;Karton;;Strassensammlung;B;;;5890.0;5.89
2021-12;Papier;;Strassensammlung;E;;;24130.0;24.13
2021-12;Papier;;Strassensammlung;G;;;8240.0;8.24
2021-12;Papier;;Strassensammlung;L Ost;;;6920.0;6.92
2021-12;Papier;;Strassensammlung;D;;;10370.0;10.37
2021-12;Karton;;Strassensammlung;L Ost;;;12890.0;12.89
2021-12;Karton;;Strassensammlung;H;;;3120.0;3.12
2021-12;Karton;;Strassensammlung;K;;;3030.0;3.03
2021-12;Karton;;Strassensammlung;B;;;6430.0;6.43
2015-01;Papier;;Annahmestelle;;RE West;;33480.0;33.48
2015-03;Papier;;Annahmestelle;;RE West;;25470.0;25.47
2015-04;Papier;;Annahmestelle;;RE West;;23900.0;23.9
2015-06;Karton;;Annahmestelle;;RE West;;14970.0;14.97
2015-08;Papier;;Annahmestelle;;RE West;;23030.0;23.03
2015-09;Karton;;Annahmestelle;;RE West;;14110.0;14.11
2016-03;Karton;;Annahmestelle;;RE West;;14050.0;14.05
2016-04;Papier;;Annahmestelle;;RE West;;25790.0;25.79
2016-06;Karton;;Annahmestelle;;RE West;;16020.0;16.02
2017-03;Karton;;Annahmestelle;;RE West;;10500.0;10.5
2017-05;Karton;;Annahmestelle;;RE West;;9860.0;9.86
2017-07;Papier;;Annahmestelle;;RE West;;13650.0;13.65
2017-11;Papier;;Annahmestelle;;RE West;;24240.0;24.24
2018-02;Papier;;Annahmestelle;;RE West;;19020.0;19.02
2018-06;Karton;;Annahmestelle;;RE West;;9630.0;9.63
2018-07;Karton;;Annahmestelle;;RE West;;10740.0;10.74
2019-06;Karton;;Annahmestelle;;RE West;;5130.0;5.13
2019-10;Papier;;Annahmestelle;;RE West;;36790.0;36.79
2020-04;Papier;;Annahmestelle;;RE West;;38730.0;38.73
2020-06;Papier;;Annahmestelle;;RE West;;34380.0;34.38
2020-08;Papier;;Annahmestelle;;RE West;;28580.0;28.58
2020-12;Karton;;Annahmestelle;;RE West;;41710.0;41.71
2021-02;Papier;;Annahmestelle;;RE West;;27160.0;27.16
2021-04;Papier;;Annahmestelle;;RE West;;36250.0;36.25
2021-04;Karton;;Annahmestelle;;RE West;;30800.0;30.8
2021-05;Papier;;Annahmestelle;;RE West;;32810.0;32.81
2021-07;Papier;;Annahmestelle;;RE West;;33400.0;33.4
2015-03;Karton;;Annahmestelle;;RE Ost;;3030.0;3.03
2015-09;Karton;;Annahmestelle;;RE Ost;;12630.0;12.63
2016-02;Karton;;Annahmestelle;;RE Ost;;9990.0;9.99
2016-03;Karton;;Annahmestelle;;RE Ost;;0.0;0.0
2016-07;Papier;;Annahmestelle;;RE Ost;;26630.0;26.63
2016-07;Karton;;Annahmestelle;;RE Ost;;10470.0;10.47
2016-08;Karton;;Annahmestelle;;RE Ost;;13390.0;13.39
2016-09;Papier;;Annahmestelle;;RE Ost;;38750.0;38.75
2016-10;Karton;;Annahmestelle;;RE Ost;;15110.0;15.11
2016-11;Karton;;Annahmestelle;;RE Ost;;12490.0;12.49
2017-01;Papier;;Annahmestelle;;RE Ost;;29560.0;29.56
2017-01;Karton;;Annahmestelle;;RE Ost;;10670.0;10.67
2017-03;Papier;;Annahmestelle;;RE Ost;;34710.0;34.71
2017-04;Karton;;Annahmestelle;;RE Ost;;10730.0;10.73
2017-05;Papier;;Annahmestelle;;RE Ost;;28640.0;28.64
2017-06;Karton;;Annahmestelle;;RE Ost;;12680.0;12.68
2017-07;Papier;;Annahmestelle;;RE Ost;;32370.0;32.37
2017-11;Papier;;Annahmestelle;;RE Ost;;23510.0;23.51
2017-11;Karton;;Annahmestelle;;RE Ost;;8290.0;8.29
2018-01;Karton;;Annahmestelle;;RE Ost;;6260.0;6.26
2018-02;Karton;;Annahmestelle;;RE Ost;;8440.0;8.44
2018-04;Papier;;Annahmestelle;;RE Ost;;25170.0;25.17
2018-04;Karton;;Annahmestelle;;RE Ost;;0.0;0.0
2018-06;Papier;;Annahmestelle;;RE Ost;;53480.0;53.48
2018-07;Karton;;Annahmestelle;;RE Ost;;14980.0;14.98
2018-09;Papier;;Annahmestelle;;RE Ost;;50500.0;50.5
2018-10;Karton;;Annahmestelle;;RE Ost;;13950.0;13.95
2018-11;Papier;;Annahmestelle;;RE Ost;;58300.0;58.3
2018-12;Karton;;Annahmestelle;;RE Ost;;16340.0;16.34
2019-02;Papier;;Annahmestelle;;RE Ost;;40970.0;40.97
2019-02;Karton;;Annahmestelle;;RE Ost;;14670.0;14.67
2019-03;Papier;;Annahmestelle;;RE Ost;;42830.0;42.83
2019-05;Karton;;Annahmestelle;;RE Ost;;12480.0;12.48
2019-07;Karton;;Annahmestelle;;RE Ost;;12310.0;12.31
2019-09;Karton;;Annahmestelle;;RE Ost;;12870.0;12.87
2020-02;Karton;;Annahmestelle;;RE Ost;;43140.0;43.14
2020-04;Karton;;Annahmestelle;;RE Ost;;55200.0;55.2
2020-07;Karton;;Annahmestelle;;RE Ost;;57460.0;57.46
2020-08;Papier;;Annahmestelle;;RE Ost;;43480.0;43.48
2020-10;Karton;;Annahmestelle;;RE Ost;;60970.0;60.97
2021-02;Papier;;Annahmestelle;;RE Ost;;47190.0;47.19
2021-02;Karton;;Annahmestelle;;RE Ost;;57130.0;57.13
2021-04;Papier;;Annahmestelle;;RE Ost;;31970.0;31.97
2021-06;Papier;;Annahmestelle;;RE Ost;;21530.0;21.53
2021-07;Papier;;Annahmestelle;;RE Ost;;48840.0;48.84
2021-10;Papier;;Annahmestelle;;RE Ost;;25120.0;25.12
2021-10;Karton;;Annahmestelle;;RE Ost;;45680.0;45.68
2021-11;Karton;;Annahmestelle;;RE Ost;;43080.0;43.08
2021-12;Karton;;Annahmestelle;;RE Ost;;63110.0;63.11
2015-05;Glas;;Annahmestelle;;Sammelstellen;;212460.0;212.46
2015-12;Glas;;Annahmestelle;;Sammelstellen;;245320.0;245.32
2016-05;Glas;;Annahmestelle;;Sammelstellen;;231760.0;231.76
2017-03;Glas;;Annahmestelle;;Sammelstellen;;200790.0;200.79
2017-05;Glas;;Annahmestelle;;Sammelstellen;;238880.0;238.88
2017-09;Glas;;Annahmestelle;;Sammelstellen;;180300.0;180.3
2018-02;Glas;;Annahmestelle;;Sammelstellen;;180310.0;180.31
2019-08;Glas;;Annahmestelle;;Sammelstellen;;189430.0;189.43
2019-12;Glas;;Annahmestelle;;Sammelstellen;;253200.0;253.2
2020-03;Glas;;Annahmestelle;;Sammelstellen;;236790.0;236.79
2021-05;Glas;;Annahmestelle;;Sammelstellen;;246630.0;246.63
2021-12;Glas;;Annahmestelle;;Sammelstellen;;241490.0;241.49
2015-02;Dosen;;Annahmestelle;;Sammelstellen;;12900.0;12.9
2016-01;Dosen;;Annahmestelle;;Sammelstellen;;14260.0;14.26
2016-06;Dosen;;Annahmestelle;;Sammelstellen;;11900.0;11.9
2016-12;Dosen;;Annahmestelle;;Sammelstellen;;15960.0;15.96
2017-11;Dosen;;Annahmestelle;;Sammelstellen;;13480.0;13.48
2018-11;Dosen;;Annahmestelle;;Sammelstellen;;14290.0;14.29
2019-05;Dosen;;Annahmestelle;;Sammelstellen;;15700.0;15.7
2021-04;Dosen;;Annahmestelle;;Sammelstellen;;16540.0;16.54
2021-12;Dosen;;Annahmestelle;;Sammelstellen;;17760.0;17.76
2015-03;Altmetall;;Annahmestelle;;Sammelstellen;;11920.0;11.92
2015-04;Altmetall;;Annahmestelle;;Sammelstellen;;6180.0;6.18
2015-04;Altmetall;;Strassensammlung;;;;47870.0;47.87
2015-11;Altmetall;;Annahmestelle;;Sammelstellen;;11460.0;11.46
2016-01;Altmetall;;Annahmestelle;;Sammelstellen;;6170.0;6.17
2016-04;Altmetall;;Strassensammlung;;;;52240.0;52.24
2016-08;Altmetall;;Annahmestelle;;Sammelstellen;;10960.0;10.96
2016-11;Altmetall;;Annahmestelle;;Sammelstellen;;12100.0;12.1
2016-12;Altmetall;;Annahmestelle;;Sammelstellen;;4590.0;4.59
2017-02;Altmetall;;Annahmestelle;;Sammelstellen;;6230.0;6.23
2017-04;Altmetall;;Strassensammlung;;;;49840.0;49.84
2018-04;Altmetall;;Strassensammlung;;;;52120.0;52.12
2018-05;Altmetall;;Annahmestelle;;Sammelstellen;;15080.0;15.08
2019-09;Altmetall;;Annahmestelle;;Sammelstellen;;6470.0;6.47
2019-09;Altmetall;;Strassensammlung;;;;33670.0;33.67
2019-10;Altmetall;;Annahmestelle;;Sammelstellen;;12070.0;12.07
2020-04;Altmetall;;Annahmestelle;;Sammelstellen;;11225.0;11.225
2020-05;Altmetall;;Annahmestelle;;Sammelstellen;;11340.0;11.34
2020-07;Altmetall;;Annahmestelle;;Sammelstellen;;6120.0;6.12
2020-08;Altmetall;;Annahmestelle;;Sammelstellen;;5530.0;5.53
2020-10;Altmetall;;Annahmestelle;;Sammelstellen;;1121.0;1.121
2020-12;Altmetall;;Annahmestelle;;Sammelstellen;;10440.0;10.44
2015-01;Sonderabfall;Altmedikamente;Annahmestelle;;Apotheken / Drogerien;;361.0;0.361
2015-02;Sonderabfall;Altmedikamente;Annahmestelle;;Apotheken / Drogerien;;461.0;0.461
2015-11;Sonderabfall;Altmedikamente;Annahmestelle;;Apotheken / Drogerien;;225.0;0.225
2015-12;Sonderabfall;Altmedikamente;Annahmestelle;;Apotheken / Drogerien;;325.0;0.325
2016-04;Sonderabfall;Altmedikamente;Annahmestelle;;Apotheken / Drogerien;;496.0;0.496
2016-12;Sonderabfall;Altmedikamente;Annahmestelle;;Apotheken / Drogerien;;544.0;0.544
2017-08;Sonderabfall;Altmedikamente;Annahmestelle;;Apotheken / Drogerien;;436.0;0.436
2018-01;Sonderabfall;Altmedikamente;Annahmestelle;;Apotheken / Drogerien;;456.0;0.456
2018-04;Sonderabfall;Altmedikamente;Annahmestelle;;Apotheken / Drogerien;;429.0;0.429
2019-10;Sonderabfall;Altmedikamente;Annahmestelle;;Apotheken / Drogerien;;514.0;0.514
2020-01;Sonderabfall;Altmedikamente;Annahmestelle;;Apotheken / Drogerien;;490.0;0.49
2020-05;Sonderabfall;Altmedikamente;Annahmestelle;;Apotheken / Drogerien;;792.0;0.792
2020-06;Sonderabfall;Altmedikamente;Annahmestelle;;Apotheken / Drogerien;;354.0;0.354
2020-07;Sonderabfall;Altmedikamente;Annahmestelle;;Apotheken / Drogerien;;344.0;0.344
2021-06;Sonderabfall;Altmedikamente;Annahmestelle;;Apotheken / Drogerien;;490.0;0.49
2021-07;Sonderabfall;Altmedikamente;Annahmestelle;;Apotheken / Drogerien;;421.0;0.421
2021-08;Sonderabfall;Altmedikamente;Annahmestelle;;Apotheken / Drogerien;;324.0;0.324
2015-01;Sonderabfall;Spraydosen;Annahmestelle;;Apotheken / Drogerien;;7.0;0.007
2015-06;Sonderabfall;Spraydosen;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2016-01;Sonderabfall;Spraydosen;Annahmestelle;;Apotheken / Drogerien;;16.0;0.016
2017-03;Sonderabfall;Spraydosen;Annahmestelle;;Apotheken / Drogerien;;3.0;0.003
2017-04;Sonderabfall;Spraydosen;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2017-06;Sonderabfall;Spraydosen;Annahmestelle;;Apotheken / Drogerien;;1.0;0.001
