Monat_Jahr;Abfallfraktion;Unterkategorie;Entsorgungsart;Abfuhrgebiet;Annahmestelle;Deponie Anlieferung;Gewicht in kg;Gewicht in t
2016-03;Sonderabfall;Hg Bruch;Annahmestelle;;Apotheken / Drogerien;;1.0;0.001
2016-06;Sonderabfall;Hg Bruch;Annahmestelle;;Apotheken / Drogerien;;3.0;0.003
2017-04;Sonderabfall;Hg Bruch;Annahmestelle;;Apotheken / Drogerien;;1.0;0.001
2017-10;Sonderabfall;Hg Bruch;Annahmestelle;;Apotheken / Drogerien;;1.0;0.001
2018-02;Sonderabfall;Hg Bruch;Annahmestelle;;Apotheken / Drogerien;;2.0;0.002
2018-09;Sonderabfall;Hg Bruch;Annahmestelle;;Apotheken / Drogerien;;1.0;0.001
2018-12;Sonderabfall;Hg Bruch;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2019-03;Sonderabfall;Hg Bruch;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2019-11;Sonderabfall;Hg Bruch;Annahmestelle;;Apotheken / Drogerien;;1.0;0.001
2020-02;Sonderabfall;Hg Bruch;Annahmestelle;;Apotheken / Drogerien;;1.0;0.001
2020-03;Sonderabfall;Hg Bruch;Annahmestelle;;Apotheken / Drogerien;;3.0;0.003
2020-08;Sonderabfall;Hg Bruch;Annahmestelle;;Apotheken / Drogerien;;1.0;0.001
2021-05;Sonderabfall;Hg Bruch;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2021-06;Sonderabfall;Hg Bruch;Annahmestelle;;Apotheken / Drogerien;;2.0;0.002
2021-10;Sonderabfall;Hg Bruch;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2015-08;Sonderabfall;Chemikalien;Annahmestelle;;Apotheken / Drogerien;;59.0;0.059
2016-01;Sonderabfall;Chemikalien;Annahmestelle;;Apotheken / Drogerien;;19.0;0.019
2016-02;Sonderabfall;Chemikalien;Annahmestelle;;Apotheken / Drogerien;;16.0;0.016
2016-07;Sonderabfall;Chemikalien;Annahmestelle;;Apotheken / Drogerien;;5.0;0.005
2016-08;Sonderabfall;Chemikalien;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2016-10;Sonderabfall;Chemikalien;Annahmestelle;;Apotheken / Drogerien;;2.0;0.002
2016-11;Sonderabfall;Chemikalien;Annahmestelle;;Apotheken / Drogerien;;9.0;0.009
2016-12;Sonderabfall;Chemikalien;Annahmestelle;;Apotheken / Drogerien;;10.0;0.01
2018-01;Sonderabfall;Chemikalien;Annahmestelle;;Apotheken / Drogerien;;6.0;0.006
2018-12;Sonderabfall;Chemikalien;Annahmestelle;;Apotheken / Drogerien;;1.0;0.001
2019-01;Sonderabfall;Chemikalien;Annahmestelle;;Apotheken / Drogerien;;43.0;0.043
2019-05;Sonderabfall;Chemikalien;Annahmestelle;;Apotheken / Drogerien;;40.0;0.04
2019-09;Sonderabfall;Chemikalien;Annahmestelle;;Apotheken / Drogerien;;8.0;0.008
2020-02;Sonderabfall;Chemikalien;Annahmestelle;;Apotheken / Drogerien;;15.0;0.015
2020-07;Sonderabfall;Chemikalien;Annahmestelle;;Apotheken / Drogerien;;60.0;0.06
2020-10;Sonderabfall;Chemikalien;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2021-01;Sonderabfall;Chemikalien;Annahmestelle;;Apotheken / Drogerien;;14.0;0.014
2021-06;Sonderabfall;Chemikalien;Annahmestelle;;Apotheken / Drogerien;;5.0;0.005
2021-10;Sonderabfall;Chemikalien;Annahmestelle;;Apotheken / Drogerien;;11.0;0.011
2015-04;Altöl;;Annahmestelle;;Sammelstellen;;612.0;0.612
2015-06;Altöl;;Annahmestelle;;Sammelstellen;;837.0;0.837
2016-03;Altöl;;Annahmestelle;;Sammelstellen;;912.0;0.912
2016-10;Altöl;;Annahmestelle;;Sammelstellen;;958.0;0.958
2017-01;Altöl;;Annahmestelle;;Sammelstellen;;635.0;0.635
2017-06;Altöl;;Annahmestelle;;Sammelstellen;;751.0;0.751
2017-07;Altöl;;Annahmestelle;;Sammelstellen;;367.0;0.367
2017-08;Altöl;;Annahmestelle;;Sammelstellen;;1269.0;1.269
2017-10;Altöl;;Annahmestelle;;Sammelstellen;;1113.0;1.113
2018-11;Altöl;;Annahmestelle;;Sammelstellen;;951.0;0.951
2019-04;Altöl;;Annahmestelle;;Sammelstellen;;803.0;0.803
2019-09;Altöl;;Annahmestelle;;Sammelstellen;;788.0;0.788
2019-11;Altöl;;Annahmestelle;;Sammelstellen;;607.0;0.607
2020-01;Altöl;;Annahmestelle;;Sammelstellen;;811.0;0.811
2020-07;Altöl;;Annahmestelle;;Sammelstellen;;1080.0;1.08
2021-03;Altöl;;Annahmestelle;;Sammelstellen;;791.0;0.791
2021-04;Altöl;;Annahmestelle;;Sammelstellen;;1008.0;1.008
2021-12;Altöl;;Annahmestelle;;Sammelstellen;;876.0;0.876
2022-01;Kehricht;;;;;;1277190.0;1277.19
2022-01;Grüngut;;Strassensammlung;;;;116330.0;116.33
2022-01;Grüngut;;Annahmestelle;;Deponie Tüfentobel;Privatanlieferer;0.0;0.0
2022-01;Sonderabfall;Laugen;Annahmestelle;;Apotheken / Drogerien;;5.0;0.005
2022-02;Sonderabfall;Hg Bruch;Annahmestelle;;Apotheken / Drogerien;;1.0;0.001
2022-01;Papier;;Strassensammlung;;;;6370.0;6.37
2022-01;Papier;;Strassensammlung;;;;2760.0;2.76
2022-01;Karton;;Strassensammlung;;;;5620.0;5.62
2022-01;Papier;;Strassensammlung;;;;6740.0;6.74
2022-01;Papier;;Strassensammlung;;;;6600.0;6.6
2022-01;Karton;;Annahmestelle;;RE Ost;;2720.0;2.72
2022-01;Papier;;Annahmestelle;;RE Ost;;11530.0;11.53
2022-01;Karton;;Annahmestelle;;RE Ost;;4130.0;4.13
2022-01;Papier;;Annahmestelle;;RE Ost;;10680.0;10.68
2022-01;Papier;;Annahmestelle;;RE Ost;;10520.0;10.52
2022-01;Karton;;Annahmestelle;;RE West;;1310.0;1.31
2022-01;Karton;;Annahmestelle;;RE West;;1580.0;1.58
2022-01;Karton;;Annahmestelle;;RE West;;1240.0;1.24
2022-02;Altmetall;;Annahmestelle;;Werkhof Wiedacker;;250.0;0.25
2022-02;Altmetall;;Annahmestelle;;Werkhof Waldau;;5770.0;5.77
2022-02;Karton;;Strassensammlung;;;;2170.0;2.17
2022-02;Papier;;Strassensammlung;;;;3200.0;3.2
2022-02;Karton;;Strassensammlung;;;;1700.0;1.7
2022-02;Papier;;Strassensammlung;;;;9300.0;9.3
2022-02;Karton;;Strassensammlung;;;;4730.0;4.73
2022-02;Karton;;Annahmestelle;;RE West;;940.0;0.94
2022-02;Karton;;Annahmestelle;;RE West;;1410.0;1.41
2022-02;Papier;;Annahmestelle;;RE West;;3540.0;3.54
2022-02;Karton;;Annahmestelle;;RE West;;1630.0;1.63
2022-02;Karton;;Annahmestelle;;RE West;;1730.0;1.73
2022-02;Karton;;Annahmestelle;;RE West;;1740.0;1.74
2022-02;Papier;;Annahmestelle;;RE West;;3130.0;3.13
2022-02;Karton;;Annahmestelle;;RE West;;1490.0;1.49
2022-02;Karton;;Annahmestelle;;RE West;;760.0;0.76
2022-02;Papier;;Annahmestelle;;RE West;;3350.0;3.35
2022-03;Sonderabfall;Pestizide;Annahmestelle;;Apotheken / Drogerien;;30.0;0.03
2022-03;Papier;;Strassensammlung;;;;8580.0;8.58
2022-03;Papier;;Strassensammlung;;;;3100.0;3.1
2022-03;Karton;;Strassensammlung;;;;2330.0;2.33
2022-03;Karton;;Strassensammlung;;;;4410.0;4.41
2022-03;Karton;;Strassensammlung;;;;4610.0;4.61
2022-03;Papier;;Strassensammlung;;;;9260.0;9.26
2022-03;Karton;;Strassensammlung;;;;4830.0;4.83
2022-03;Papier;;Strassensammlung;;;;8420.0;8.42
2022-03;Karton;;Strassensammlung;;;;3040.0;3.04
2022-03;Karton;;Strassensammlung;;;;2830.0;2.83
2022-03;Papier;;Strassensammlung;;;;7090.0;7.09
2022-03;Karton;;Annahmestelle;;RE Ost;;3790.0;3.79
2022-03;Papier;;Annahmestelle;;RE Ost;;10330.0;10.33
2022-03;Karton;;Annahmestelle;;RE Ost;;2880.0;2.88
2022-03;Karton;;Annahmestelle;;RE Ost;;2930.0;2.93
2022-03;Karton;;Annahmestelle;;RE West;;1060.0;1.06
2022-03;Karton;;Annahmestelle;;RE West;;1510.0;1.51
2022-03;Karton;;Annahmestelle;;RE West;;1630.0;1.63
2022-03;Karton;;Annahmestelle;;RE West;;1610.0;1.61
2022-03;Karton;;Annahmestelle;;RE West;;1470.0;1.47
2022-03;Karton;;Annahmestelle;;RE West;;1280.0;1.28
2022-03;Karton;;Annahmestelle;;RE West;;1150.0;1.15
2022-04;Altmetall;;Annahmestelle;;Werkhof Wiedacker;;254.0;0.254
2022-04;Karton;;Strassensammlung;;;;3130.0;3.13
2022-04;Papier;;Strassensammlung;;;;6680.0;6.68
2022-04;Karton;;Strassensammlung;;;;3020.0;3.02
2022-04;Papier;;Strassensammlung;;;;8630.0;8.63
2022-04;Karton;;Strassensammlung;;;;2030.0;2.03
2022-04;Papier;;Strassensammlung;;;;7020.0;7.02
2022-04;Papier;;Strassensammlung;;;;9000.0;9.0
2022-04;Papier;;Strassensammlung;;;;9210.0;9.21
2022-04;Papier;;Strassensammlung;;;;7010.0;7.01
2022-04;Papier;;Strassensammlung;;;;7030.0;7.03
2022-04;Karton;;Strassensammlung;;;;4200.0;4.2
2022-04;Papier;;Annahmestelle;;RE Ost;;11280.0;11.28
2022-04;Karton;;Annahmestelle;;RE Ost;;5690.0;5.69
2022-04;Karton;;Annahmestelle;;RE Ost;;4050.0;4.05
2022-04;Papier;;Annahmestelle;;RE Ost;;10340.0;10.34
2022-04;Karton;;Annahmestelle;;RE Ost;;4550.0;4.55
2022-04;Karton;;Annahmestelle;;RE Ost;;4500.0;4.5
2022-04;Karton;;Annahmestelle;;RE West;;1300.0;1.3
2022-04;Karton;;Annahmestelle;;RE West;;1630.0;1.63
2022-04;Papier;;Annahmestelle;;RE West;;4490.0;4.49
2022-04;Karton;;Annahmestelle;;RE West;;2180.0;2.18
2022-04;Karton;;Annahmestelle;;RE West;;1440.0;1.44
2022-04;Altmetall;;Strassensammlung;;;;1070.0;1.07
2022-04;Altmetall;;Strassensammlung;;;;1450.0;1.45
2022-04;Altmetall;;Strassensammlung;;;;1270.0;1.27
2022-04;Altmetall;;Strassensammlung;;;;970.0;0.97
2022-04;Altmetall;;Strassensammlung;;;;450.0;0.45
2022-04;Sonderabfall;Altmedikamente;Annahmestelle;;Apotheken / Drogerien;;547.0;0.547
2022-04;Sonderabfall;Säuren;Annahmestelle;;Apotheken / Drogerien;;28.0;0.028
2022-04;Sonderabfall;Chemikalien;Annahmestelle;;Apotheken / Drogerien;;49.0;0.049
2022-03;Grüngut;;Strassensammlung;;;;180820.0;180.82
2022-03;Grüngut;;Annahmestelle;;Deponie Tüfentobel;Privatanlieferer;1020.0;1.02
2022-04;Grüngut;;Strassensammlung;;;;157060.0;157.06
2022-04;Grüngut;;Annahmestelle;;Deponie Tüfentobel;Privatanlieferer;480.0;0.48
2022-05;Altmetall;;Annahmestelle;;Werkhof Wiedacker;;200.0;0.2
2022-05;Papier;;Strassensammlung;;;;3900.0;3.9
2022-05;Papier;;Strassensammlung;;;;11150.0;11.15
2022-05;Karton;;Annahmestelle;;RE Ost;;2650.0;2.65
2022-05;Papier;;Annahmestelle;;RE Ost;;10380.0;10.38
2022-05;Karton;;Annahmestelle;;RE Ost;;3140.0;3.14
2022-05;Karton;;Annahmestelle;;RE Ost;;4830.0;4.83
2022-05;Karton;;Annahmestelle;;RE West;;1790.0;1.79
2022-05;Papier;;Annahmestelle;;RE West;;4430.0;4.43
2022-05;Karton;;Annahmestelle;;RE West;;1610.0;1.61
2022-05;Karton;;Annahmestelle;;RE West;;1380.0;1.38
2022-05;Sonderabfall;Altmedikamente;Annahmestelle;;Apotheken / Drogerien;;337.0;0.337
2022-06;Altmetall;;Annahmestelle;;Werkhof Wiedacker;;410.0;0.41
2022-06;Karton;;Strassensammlung;;;;3670.0;3.67
2022-06;Papier;;Strassensammlung;;;;3200.0;3.2
2022-06;Karton;;Strassensammlung;;;;4780.0;4.78
2022-06;Papier;;Strassensammlung;;;;8800.0;8.8
2022-06;Karton;;Strassensammlung;;;;3310.0;3.31
2022-06;Karton;;Annahmestelle;;RE Ost;;4300.0;4.3
2022-06;Papier;;Annahmestelle;;RE Ost;;6930.0;6.93
2022-06;Karton;;Annahmestelle;;RE Ost;;5060.0;5.06
2022-06;Karton;;Annahmestelle;;RE Ost;;3280.0;3.28
2022-06;Papier;;Annahmestelle;;RE West;;4780.0;4.78
2022-06;Karton;;Annahmestelle;;RE West;;1310.0;1.31
2022-06;Karton;;Annahmestelle;;RE West;;2040.0;2.04
2022-06;Karton;;Annahmestelle;;RE West;;1190.0;1.19
2022-06;Papier;;Annahmestelle;;RE West;;4050.0;4.05
2022-06;Karton;;Annahmestelle;;RE West;;1690.0;1.69
2022-06;Sonderabfall;Spraydosen;Annahmestelle;;Apotheken / Drogerien;;113.0;0.113
2022-06;Sonderabfall;Fett + Öl;Annahmestelle;;Apotheken / Drogerien;;15.0;0.015
2022-06;Sonderabfall;Chemikalien;Annahmestelle;;Apotheken / Drogerien;;55.0;0.055
2022-06;Glas;Weissglas;Annahmestelle;;Sammelstellen;;72010.0;72.01
2022-02;Altöl;;Annahmestelle;;Sammelstellen;;470.0;0.47
2022-07;Altmetall;;Annahmestelle;;Werkhof Wiedacker;;359.0;0.359
2022-07;Altmetall;;Annahmestelle;;Werkhof Wiedacker;;220.0;0.22
2022-07;Glas;Weissglas;Annahmestelle;;Sammelstellen;;77390.0;77.39
2022-07;Kehricht;;;;;;1212500.0;1212.5
2022-07;Grüngut;;Strassensammlung;;;;178450.0;178.45
2022-07;Papier;;Strassensammlung;;;;6200.0;6.2
2022-07;Papier;;Strassensammlung;;;;700.0;0.7
2022-07;Karton;;Strassensammlung;;;;4140.0;4.14
2022-07;Papier;;Strassensammlung;;;;10400.0;10.4
2022-07;Papier;;Strassensammlung;;;;6290.0;6.29
2022-07;Karton;;Strassensammlung;;;;2740.0;2.74
2022-07;Karton;;Strassensammlung;;;;3240.0;3.24
2022-07;Papier;;Annahmestelle;;RE Ost;;12410.0;12.41
2022-07;Karton;;Annahmestelle;;RE Ost;;2850.0;2.85
2022-07;Karton;;Annahmestelle;;RE Ost;;4360.0;4.36
2022-07;Karton;;Annahmestelle;;RE Ost;;3070.0;3.07
2022-07;Karton;;Annahmestelle;;RE Ost;;2380.0;2.38
2022-07;Karton;;Annahmestelle;;RE West;;1850.0;1.85
2022-07;Papier;;Annahmestelle;;RE West;;5600.0;5.6
2022-07;Sonderabfall;Spraydosen;Annahmestelle;;Apotheken / Drogerien;;15.0;0.015
2022-07;Sonderabfall;Pestizide;Annahmestelle;;Apotheken / Drogerien;;10.0;0.01
2022-07;Sonderabfall;Farben wässrig;Annahmestelle;;Apotheken / Drogerien;;10.0;0.01
2022-07;Sonderabfall;Chemikalien;Annahmestelle;;Apotheken / Drogerien;;32.0;0.032
2022-08;Kehricht;;;;;;1236740.0;1236.74
2022-08;Altmetall;;Annahmestelle;;Werkhof Wiedacker;;180.0;0.18
2022-08;Glas;Grünglas;Annahmestelle;;Sammelstellen;;81580.0;81.58
2022-08;Glas;Braunglas;Annahmestelle;;Sammelstellen;;43960.0;43.96
2022-08;Karton;;Strassensammlung;;;;3090.0;3.09
2022-08;Karton;;Strassensammlung;;;;2030.0;2.03
2022-08;Papier;;Strassensammlung;;;;6420.0;6.42
2022-08;Karton;;Strassensammlung;;;;3780.0;3.78
2022-08;Karton;;Strassensammlung;;;;3840.0;3.84
2022-08;Karton;;Strassensammlung;;;;2540.0;2.54
2022-08;Papier;;Strassensammlung;;;;7160.0;7.16
2022-08;Karton;;Strassensammlung;;;;2660.0;2.66
2022-08;Papier;;Strassensammlung;;;;7070.0;7.07
2022-08;Karton;;Strassensammlung;;;;2280.0;2.28
2022-08;Papier;;Strassensammlung;;;;5000.0;5.0
2022-08;Papier;;Annahmestelle;;RE Ost;;11430.0;11.43
2022-08;Karton;;Annahmestelle;;RE Ost;;2270.0;2.27
2022-08;Papier;;Annahmestelle;;RE Ost;;8290.0;8.29
2022-08;Sonderabfall;Farben mit Lömi;Annahmestelle;;Apotheken / Drogerien;;85.0;0.085
2022-09;Glas;Weissglas;Annahmestelle;;Sammelstellen;;68180.0;68.18
2022-09;Glas;Braunglas;Annahmestelle;;Sammelstellen;;29010.0;29.01
2022-09;Sonderabfall;Fett + Öl;Annahmestelle;;Apotheken / Drogerien;;3.0;0.003
2022-09;Altmetall;;Annahmestelle;;Werkhof Wiedacker;;260.0;0.26
2022-09;Altmetall;;Annahmestelle;;Werkhof Waldau;;3680.0;3.68
2022-09;Papier;;Strassensammlung;;;;8050.0;8.05
2022-09;Papier;;Strassensammlung;;;;7370.0;7.37
2022-09;Karton;;Strassensammlung;;;;2470.0;2.47
2022-09;Karton;;Strassensammlung;;;;4190.0;4.19
2022-09;Karton;;Strassensammlung;;;;3970.0;3.97
2022-09;Karton;;Strassensammlung;;;;2960.0;2.96
2022-09;Papier;;Strassensammlung;;;;7620.0;7.62
2022-09;Karton;;Strassensammlung;;;;4270.0;4.27
2022-09;Karton;;Annahmestelle;;RE Ost;;4090.0;4.09
2022-09;Papier;;Annahmestelle;;RE West;;8050.0;8.05
2022-09;Papier;;Annahmestelle;;RE West;;6580.0;6.58
2022-09;Karton;;Annahmestelle;;RE West;;3600.0;3.6
2022-09;Altmetall;;Strassensammlung;;;;1000.0;1.0
2022-09;Altmetall;;Strassensammlung;;;;380.0;0.38
2022-09;Altmetall;;Strassensammlung;;;;1060.0;1.06
2022-09;Altmetall;;Strassensammlung;;;;2600.0;2.6
2022-09;Altmetall;;Strassensammlung;;;;1960.0;1.96
2022-10;Sonderabfall;Hg Bruch;Annahmestelle;;Apotheken / Drogerien;;1.0;0.001
2022-10;Karton;;Strassensammlung;;;;2010.0;2.01
2022-10;Papier;;Strassensammlung;;;;2290.0;2.29
2022-10;Karton;;Strassensammlung;;;;3320.0;3.32
2022-10;Papier;;Strassensammlung;;;;4130.0;4.13
2022-10;Papier;;Strassensammlung;;;;8050.0;8.05
2022-10;Karton;;Strassensammlung;;;;4170.0;4.17
2022-10;Karton;;Annahmestelle;;RE Ost;;4540.0;4.54
2022-10;Papier;;Annahmestelle;;RE Ost;;12420.0;12.42
2022-08;Altöl;;Annahmestelle;;Sammelstellen;;789.0;0.789
2022-11;Kehricht;;;;;;1266060.0;1266.06
2022-11;Grüngut;;Annahmestelle;;Deponie Tüfentobel;Privatanlieferer;1640.0;1.64
2022-11;Glas;Weissglas;Annahmestelle;;Sammelstellen;;65700.0;65.7
2022-11;Dosen;;Annahmestelle;;Sammelstellen;;17330.0;17.33
2022-11;Karton;;Strassensammlung;;;;2300.0;2.3
2022-11;Papier;;Strassensammlung;;;;2710.0;2.71
2022-11;Karton;;Strassensammlung;;;;2580.0;2.58
2022-11;Karton;;Strassensammlung;;;;4640.0;4.64
2022-11;Karton;;Strassensammlung;;;;3110.0;3.11
2022-11;Papier;;Strassensammlung;;;;4980.0;4.98
2022-11;Karton;;Strassensammlung;;;;6050.0;6.05
2022-11;Karton;;Annahmestelle;;RE Ost;;4180.0;4.18
2022-11;Karton;;Annahmestelle;;RE Ost;;2420.0;2.42
2022-11;Karton;;Annahmestelle;;RE Ost;;3530.0;3.53
2022-11;Papier;;Annahmestelle;;RE West;;8630.0;8.63
2022-11;Karton;;Annahmestelle;;RE West;;2750.0;2.75
2022-11;Papier;;Annahmestelle;;RE West;;8480.0;8.48
2022-11;Sonderabfall;Spraydosen;Annahmestelle;;Apotheken / Drogerien;;10.0;0.01
2022-12;Grüngut;;Annahmestelle;;Deponie Tüfentobel;Privatanlieferer;540.0;0.54
2022-12;Glas;Grünglas;Annahmestelle;;Sammelstellen;;109350.0;109.35
2022-12;Sonderabfall;Spraydosen;Annahmestelle;;Apotheken / Drogerien;;8.0;0.008
2022-12;Sonderabfall;Pestizide;Annahmestelle;;Apotheken / Drogerien;;13.0;0.013
2022-12;Sonderabfall;Chemikalien;Annahmestelle;;Apotheken / Drogerien;;18.0;0.018
2022-12;Papier;;Strassensammlung;;;;6800.0;6.8
2022-12;Papier;;Strassensammlung;;;;3400.0;3.4
2022-12;Papier;;Strassensammlung;;;;8730.0;8.73
2022-12;Karton;;Strassensammlung;;;;3120.0;3.12
2022-12;Karton;;Strassensammlung;;;;1910.0;1.91
2022-12;Papier;;Annahmestelle;;RE Ost;;10150.0;10.15
2022-12;Karton;;Annahmestelle;;RE Ost;;3950.0;3.95
2022-12;Karton;;Annahmestelle;;RE Ost;;3260.0;3.26
2022-12;Karton;;Annahmestelle;;RE Ost;;1370.0;1.37
2022-12;Karton;;Annahmestelle;;RE Ost;;3350.0;3.35
2022-12;Karton;;Annahmestelle;;RE Ost;;2460.0;2.46
2022-12;Karton;;Annahmestelle;;RE West;;1670.0;1.67
2022-12;Papier;;Annahmestelle;;RE West;;7470.0;7.47
2022-12;Karton;;Annahmestelle;;RE West;;4470.0;4.47
2022-12;Papier;;Annahmestelle;;RE West;;6820.0;6.82
2022-12;Karton;;Annahmestelle;;RE West;;3890.0;3.89
2023-01;Altmetall;;Annahmestelle;;Werkhof Wiedacker;;244.0;0.244
2023-01;Altmetall;;Annahmestelle;;Werkhof Wiedacker;;182.0;0.182
2023-01;Glas;Grünglas;Annahmestelle;;Sammelstellen;;112800.0;112.8
2023-01;Altmetall;;Annahmestelle;;Werkhof Waldau;;5100.0;5.1
2023-01;Karton;;Strassensammlung;;;;4350.0;4.35
2023-01;Karton;;Strassensammlung;;;;4410.0;4.41
2023-01;Papier;;Strassensammlung;;;;7010.0;7.01
2023-01;Karton;;Strassensammlung;;;;3480.0;3.48
2023-01;Papier;;Strassensammlung;;;;6770.0;6.77
2023-01;Karton;;Strassensammlung;;;;3990.0;3.99
2023-01;Papier;;Strassensammlung;;;;4990.0;4.99
2023-01;Papier;;Annahmestelle;;RE Ost;;11740.0;11.74
2023-01;Papier;;Annahmestelle;;RE Ost;;9110.0;9.11
2023-01;Papier;;Annahmestelle;;RE Ost;;7350.0;7.35
2023-01;Karton;;Annahmestelle;;RE West;;4030.0;4.03
2023-02;Glas;Braunglas;Annahmestelle;;Sammelstellen;;28210.0;28.21
2023-02;Papier;;Strassensammlung;;;;7040.0;7.04
2023-02;Papier;;Strassensammlung;;;;6590.0;6.59
2023-02;Karton;;Strassensammlung;;;;4340.0;4.34
2023-02;Karton;;Strassensammlung;;;;3100.0;3.1
2023-02;Karton;;Strassensammlung;;;;4520.0;4.52
2023-02;Karton;;Strassensammlung;;;;3380.0;3.38
2023-02;Papier;;Strassensammlung;;;;4240.0;4.24
2023-02;Karton;;Strassensammlung;;;;4240.0;4.24
2023-02;Karton;;Annahmestelle;;RE Ost;;2740.0;2.74
2023-02;Karton;;Annahmestelle;;RE Ost;;4360.0;4.36
2023-02;Papier;;Annahmestelle;;RE Ost;;9860.0;9.86
2023-02;Karton;;Annahmestelle;;RE Ost;;2450.0;2.45
2023-02;Karton;;Annahmestelle;;RE West;;2540.0;2.54
2023-02;Karton;;Annahmestelle;;RE West;;2830.0;2.83
2023-02;Papier;;Annahmestelle;;RE West;;12740.0;12.74
2023-02;Karton;;Annahmestelle;;RE West;;4060.0;4.06
2023-02;Sonderabfall;Farben mit Lömi;Annahmestelle;;Apotheken / Drogerien;;31.0;0.031
2023-02;Sonderabfall;Wässrige Lösung;Annahmestelle;;Apotheken / Drogerien;;12.0;0.012
2023-02;Sonderabfall;Säuren;Annahmestelle;;Apotheken / Drogerien;;5.0;0.005
2023-02;Sonderabfall;Chemikalien;Annahmestelle;;Apotheken / Drogerien;;20.0;0.02
2018-02;Karton;;Strassensammlung;I;;;4250.0;4.25
2018-02;Karton;;Strassensammlung;F;;;6780.0;6.78
2018-02;Karton;;Strassensammlung;D;;;3830.0;3.83
2018-03;Karton;;Strassensammlung;B;;;6550.0;6.55
2018-03;Papier;;Strassensammlung;A;;;6580.0;6.58
2018-03;Papier;;Strassensammlung;K;;;9170.0;9.17
2018-03;Papier;;Strassensammlung;B;;;7910.0;7.91
2018-04;Karton;;Strassensammlung;H;;;3190.0;3.19
2018-04;Karton;;Strassensammlung;D;;;4120.0;4.12
2018-04;Karton;;Strassensammlung;K;;;3580.0;3.58
2018-04;Papier;;Strassensammlung;E;;;30200.0;30.2
2018-04;Papier;;Strassensammlung;I;;;13350.0;13.35
2018-04;Papier;;Strassensammlung;D;;;16400.0;16.4
2018-04;Papier;;Strassensammlung;E;;;16910.0;16.91
2018-05;Papier;;Strassensammlung;C;;;6150.0;6.15
2018-05;Papier;;Strassensammlung;B;;;5870.0;5.87
2018-05;Karton;;Strassensammlung;E;;;8530.0;8.53
2018-05;Karton;;Strassensammlung;C;;;4300.0;4.3
2018-05;Karton;;Strassensammlung;I;;;4610.0;4.61
2018-06;Papier;;Strassensammlung;A;;;12070.0;12.07
2018-06;Papier;;Strassensammlung;H;;;12100.0;12.1
2018-06;Papier;;Strassensammlung;C;;;4870.0;4.87
2018-06;Papier;;Strassensammlung;D;;;4810.0;4.81
2018-06;Papier;;Strassensammlung;B;;;7150.0;7.15
2018-07;Papier;;Strassensammlung;B;;;13320.0;13.32
2018-07;Papier;;Strassensammlung;H;;;4920.0;4.92
2018-08;Karton;;Strassensammlung;G;;;3190.0;3.19
2018-08;Karton;;Strassensammlung;C;;;2690.0;2.69
2018-08;Karton;;Strassensammlung;D;;;3670.0;3.67
2018-08;Karton;;Strassensammlung;B;;;5480.0;5.48
2018-08;Papier;;Strassensammlung;I;;;10170.0;10.17
2018-09;Papier;;Strassensammlung;L;;;18260.0;18.26
2018-09;Papier;;Strassensammlung;H;;;6540.0;6.54
2018-09;Karton;;Strassensammlung;C;;;4170.0;4.17
2018-09;Karton;;Strassensammlung;L;;;14280.0;14.28
2018-09;Karton;;Strassensammlung;A;;;3240.0;3.24
2018-10;Papier;;Strassensammlung;L;;;16450.0;16.45
2018-10;Papier;;Strassensammlung;B;;;16020.0;16.02
2018-10;Karton;;Strassensammlung;L;;;15050.0;15.05
2018-10;Papier;;Strassensammlung;H;;;6330.0;6.33
2018-10;Papier;;Strassensammlung;K;;;6480.0;6.48
2018-12;Papier;;Strassensammlung;F;;;12760.0;12.76
2018-12;Papier;;Strassensammlung;D;;;6020.0;6.02
2018-12;Karton;;Strassensammlung;E;;;9720.0;9.72
2018-12;Karton;;Strassensammlung;I;;;5200.0;5.2
2018-12;Karton;;Strassensammlung;A;;;4130.0;4.13
2019-01;Papier;;Strassensammlung;C;;;6010.0;6.01
2019-01;Papier;;Strassensammlung;A;;;3980.0;3.98
2019-01;Karton;;Strassensammlung;E;;;10480.0;10.48
2019-01;Papier;;Strassensammlung;L;;;21280.0;21.28
2019-01;Karton;;Strassensammlung;F;;;8350.0;8.35
2019-02;Papier;;Strassensammlung;E;;;22210.0;22.21
2019-02;Papier;;Strassensammlung;G;;;8210.0;8.21
2019-02;Papier;;Strassensammlung;C;;;5840.0;5.84
2019-06;Papier;;Strassensammlung;D;;;13020.0;13.02
2019-07;Papier;;Strassensammlung;G;;;6550.0;6.55
2019-07;Papier;;Strassensammlung;I;;;7630.0;7.63
2019-08;Papier;;Strassensammlung;B;;;6100.0;6.1
2019-08;Papier;;Strassensammlung;A;;;4790.0;4.79
2019-08;Karton;;Strassensammlung;G;;;4330.0;4.33
2019-08;Karton;;Strassensammlung;I;;;4700.0;4.7
2019-09;Papier;;Strassensammlung;E;;;24130.0;24.13
2019-09;Papier;;Strassensammlung;K;;;10570.0;10.57
