Datum;Jahr;Monat;Tag;Anzahl Marken pro Sperrgut
2020-10-23;2020;Oktober;Fr;Sperrgut 1 Marke
2020-10-27;2020;Oktober;Di;Sperrgut 3 Marken
2020-10-27;2020;Oktober;Di;Sperrgut 2 Marken
2020-10-30;2020;Oktober;Fr;Sperrgut 1 Marke
2020-11-06;2020;November;Fr;Sperrgut 5 Marken
2020-11-09;2020;November;Mo;Sperrgut 5 Marken
2020-11-13;2020;November;Fr;Sperrgut 4 Marken
2020-11-18;2020;November;Mi;Sperrgut 4 Marken
2020-11-02;2020;November;Mo;Sperrgut > 6 Marken
2020-11-02;2020;November;Mo;Sperrgut 6 Marken
2020-11-05;2020;November;Do;Sperrgut > 6 Marken
2020-11-09;2020;November;Mo;Sperrgut ohne Marke
2020-11-12;2020;November;Do;Sperrgut > 6 Marken
2020-11-25;2020;November;Mi;Sperrgut 5 Marken
2020-11-12;2020;November;Do;Sperrgut 5 Marken
2020-11-09;2020;November;Mo;Sperrgut 4 Marken
2020-11-10;2020;November;Di;Sperrgut 1 Marke
2020-11-11;2020;November;Mi;Sperrgut 2 Marken
2020-11-16;2020;November;Mo;Sperrgut 5 Marken
2020-11-18;2020;November;Mi;Sperrgut > 6 Marken
2020-11-20;2020;November;Fr;Sperrgut 2 Marken
2020-11-05;2020;November;Do;Sperrgut 3 Marken
2020-11-05;2020;November;Do;Sperrgut 1 Marke
2020-11-16;2020;November;Mo;Sperrgut 4 Marken
2020-11-17;2020;November;Di;Sperrgut 5 Marken
2020-11-24;2020;November;Di;Sperrgut 4 Marken
2020-11-25;2020;November;Mi;Sperrgut 1 Marke
2020-11-26;2020;November;Do;Sperrgut 2 Marken
2020-11-30;2020;November;Mo;Sperrgut 2 Marken
2020-12-04;2020;Dezember;Fr;Sperrgut 5 Marken
2020-12-08;2020;Dezember;Di;Sperrgut 4 Marken
2020-12-16;2020;Dezember;Mi;Sperrgut 5 Marken
2020-12-02;2020;Dezember;Mi;Sperrgut > 6 Marken
2020-12-04;2020;Dezember;Fr;Sperrgut > 6 Marken
2020-12-07;2020;Dezember;Mo;Sperrgut 2 Marken
2020-12-11;2020;Dezember;Fr;Sperrgut 5 Marken
2020-12-15;2020;Dezember;Di;Sperrgut > 6 Marken
2020-12-22;2020;Dezember;Di;Sperrgut ohne Marke
2020-12-28;2020;Dezember;Mo;Sperrgut 6 Marken
2020-12-30;2020;Dezember;Mi;Sperrgut > 6 Marken
2020-12-02;2020;Dezember;Mi;Sperrgut 1 Marke
2020-12-03;2020;Dezember;Do;Sperrgut 4 Marken
2020-12-04;2020;Dezember;Fr;Sperrgut 2 Marken
2020-12-09;2020;Dezember;Mi;Sperrgut ohne Marke
2020-12-17;2020;Dezember;Do;Sperrgut 2 Marken
2020-12-28;2020;Dezember;Mo;Sperrgut 1 Marke
2020-12-28;2020;Dezember;Mo;Sperrgut 5 Marken
2020-12-29;2020;Dezember;Di;Sperrgut 4 Marken
2020-12-01;2020;Dezember;Di;Sperrgut 2 Marken
2020-12-09;2020;Dezember;Mi;Sperrgut 1 Marke
2020-12-15;2020;Dezember;Di;Sperrgut 3 Marken
2020-12-17;2020;Dezember;Do;Sperrgut > 6 Marken
2020-12-21;2020;Dezember;Mo;Sperrgut 2 Marken
2020-12-31;2020;Dezember;Do;Sperrgut 3 Marken
2020-12-24;2020;Dezember;Do;Sperrgut 3 Marken
2021-01-18;2021;Januar;Mo;Sperrgut 3 Marken
2021-01-26;2021;Januar;Di;Sperrgut 3 Marken
2021-01-25;2021;Januar;Mo;Sperrgut 5 Marken
2021-01-13;2021;Januar;Mi;Sperrgut ohne Marke
2021-01-26;2021;Januar;Di;Sperrgut > 6 Marken
2021-01-27;2021;Januar;Mi;Sperrgut 4 Marken
2021-01-05;2021;Januar;Di;Sperrgut 1 Marke
2021-01-05;2021;Januar;Di;Sperrgut 2 Marken
2021-01-06;2021;Januar;Mi;Sperrgut 6 Marken
2021-01-07;2021;Januar;Do;Sperrgut 3 Marken
2021-01-11;2021;Januar;Mo;Sperrgut 5 Marken
2021-01-18;2021;Januar;Mo;Sperrgut 2 Marken
2021-01-18;2021;Januar;Mo;Sperrgut 1 Marke
2021-01-21;2021;Januar;Do;Sperrgut 5 Marken
2021-01-22;2021;Januar;Fr;Sperrgut 1 Marke
2021-02-16;2021;Februar;Di;
2021-02-11;2021;Februar;Do;Sperrgut 6 Marken
2021-02-22;2021;Februar;Mo;Sperrgut 3 Marken
2021-02-24;2021;Februar;Mi;Sperrgut 6 Marken
2021-02-25;2021;Februar;Do;Sperrgut 6 Marken
2021-02-25;2021;Februar;Do;Sperrgut 3 Marken
2021-02-01;2021;Februar;Mo;Sperrgut 1 Marke
2021-02-01;2021;Februar;Mo;Sperrgut 2 Marken
2021-02-02;2021;Februar;Di;Sperrgut 3 Marken
2021-02-04;2021;Februar;Do;Sperrgut 1 Marke
2021-02-05;2021;Februar;Fr;Sperrgut 1 Marke
2021-02-05;2021;Februar;Fr;Sperrgut 2 Marken
2021-02-09;2021;Februar;Di;Sperrgut 6 Marken
2021-02-10;2021;Februar;Mi;Sperrgut 5 Marken
2021-02-12;2021;Februar;Fr;Sperrgut 1 Marke
2021-02-15;2021;Februar;Mo;Sperrgut 3 Marken
2021-02-24;2021;Februar;Mi;Sperrgut 3 Marken
2021-02-25;2021;Februar;Do;Sperrgut 2 Marken
2021-02-26;2021;Februar;Fr;Sperrgut 1 Marke
2021-03-09;2021;März;Di;Sperrgut 5 Marken
2021-03-22;2021;März;Mo;Sperrgut > 6 Marken
2021-03-30;2021;März;Di;Sperrgut 5 Marken
2021-03-02;2021;März;Di;Sperrgut 4 Marken
2021-03-04;2021;März;Do;Sperrgut 1 Marke
2021-03-12;2021;März;Fr;Sperrgut 4 Marken
2021-03-22;2021;März;Mo;Sperrgut 6 Marken
2021-03-31;2021;März;Mi;Sperrgut 4 Marken
2021-03-03;2021;März;Mi;Sperrgut ohne Marke
2021-03-11;2021;März;Do;Sperrgut 6 Marken
2021-03-17;2021;März;Mi;Sperrgut 5 Marken
2021-03-19;2021;März;Fr;Sperrgut 4 Marken
2021-03-02;2021;März;Di;Sperrgut 1 Marke
2021-03-03;2021;März;Mi;Sperrgut 3 Marken
2021-03-05;2021;März;Fr;Sperrgut 4 Marken
2021-03-05;2021;März;Fr;Sperrgut 1 Marke
2021-03-12;2021;März;Fr;Sperrgut 3 Marken
2021-03-16;2021;März;Di;Sperrgut 5 Marken
2021-03-19;2021;März;Fr;Sperrgut 1 Marke
2021-03-22;2021;März;Mo;Sperrgut 4 Marken
2021-03-22;2021;März;Mo;Sperrgut 2 Marken
2021-03-25;2021;März;Do;Sperrgut 1 Marke
2021-03-26;2021;März;Fr;Sperrgut 1 Marke
2021-03-29;2021;März;Mo;Sperrgut 3 Marken
2021-03-31;2021;März;Mi;Sperrgut 1 Marke
2021-04-07;2021;April;Mi;Sperrgut 4 Marken
2021-04-09;2021;April;Fr;Sperrgut 4 Marken
2021-04-09;2021;April;Fr;Sperrgut ohne Marke
2021-04-06;2021;April;Di;Sperrgut ohne Marke
2021-04-07;2021;April;Mi;Sperrgut 5 Marken
2021-04-08;2021;April;Do;Sperrgut 6 Marken
2021-04-08;2021;April;Do;Sperrgut 4 Marken
2021-04-12;2021;April;Mo;Sperrgut 3 Marken
2021-04-15;2021;April;Do;Sperrgut 2 Marken
2021-04-21;2021;April;Mi;Sperrgut 5 Marken
2021-04-06;2021;April;Di;Sperrgut 6 Marken
2021-04-01;2021;April;Do;Sperrgut 2 Marken
2021-04-06;2021;April;Di;Sperrgut 1 Marke
2021-04-07;2021;April;Mi;Sperrgut 1 Marke
2021-04-09;2021;April;Fr;Sperrgut 6 Marken
2021-04-12;2021;April;Mo;Sperrgut 2 Marken
2021-04-14;2021;April;Mi;Sperrgut 5 Marken
2021-04-15;2021;April;Do;Sperrgut 3 Marken
2021-04-16;2021;April;Fr;Sperrgut 1 Marke
2021-04-19;2021;April;Mo;Sperrgut 4 Marken
2021-04-19;2021;April;Mo;Sperrgut 1 Marke
2021-04-20;2021;April;Di;Sperrgut 1 Marke
2021-04-26;2021;April;Mo;Sperrgut 3 Marken
2021-04-26;2021;April;Mo;Sperrgut 2 Marken
2021-04-27;2021;April;Di;Sperrgut 1 Marke
2021-04-28;2021;April;Mi;Sperrgut 5 Marken
2021-05-12;2021;Mai;Mi;Sperrgut 4 Marken
2021-05-26;2021;Mai;Mi;Sperrgut ohne Marke
2021-05-28;2021;Mai;Fr;Sperrgut 4 Marken
2021-05-14;2021;Mai;Fr;Sperrgut ohne Marke
2021-05-19;2021;Mai;Mi;Sperrgut 6 Marken
2021-05-21;2021;Mai;Fr;Sperrgut 2 Marken
2021-05-11;2021;Mai;Di;Sperrgut 4 Marken
2021-05-26;2021;Mai;Mi;Sperrgut 5 Marken
2022-11-24;2022;November;Do;Sperrgut 2 Marken
2022-12-07;2022;Dezember;Mi;Sperrgut 5 Marken
2022-12-30;2022;Dezember;Fr;Sperrgut 1 Marke
2022-12-30;2022;Dezember;Fr;Sperrgut 5 Marken
2022-12-01;2022;Dezember;Do;Sperrgut ohne Marke
2022-12-01;2022;Dezember;Do;Sperrgut 3 Marken
2022-12-07;2022;Dezember;Mi;Sperrgut ohne Marke
2022-12-07;2022;Dezember;Mi;Sperrgut 3 Marken
2022-12-08;2022;Dezember;Do;Sperrgut ohne Marke
2022-12-19;2022;Dezember;Mo;Sperrgut 2 Marken
2022-12-23;2022;Dezember;Fr;Sperrgut 3 Marken
2022-12-23;2022;Dezember;Fr;Sperrgut > 6 Marken
2022-12-27;2022;Dezember;Di;Sperrgut > 6 Marken
2022-12-29;2022;Dezember;Do;Sperrgut 4 Marken
2022-12-30;2022;Dezember;Fr;Sperrgut 4 Marken
2022-12-27;2022;Dezember;Di;Sperrgut 6 Marken
2022-12-27;2022;Dezember;Di;Sperrgut 4 Marken
2022-12-28;2022;Dezember;Mi;Sperrgut 3 Marken
2022-12-28;2022;Dezember;Mi;Sperrgut 4 Marken
2022-12-01;2022;Dezember;Do;Sperrgut 2 Marken
2022-12-09;2022;Dezember;Fr;Sperrgut 3 Marken
2022-12-22;2022;Dezember;Do;Sperrgut 1 Marke
2022-12-02;2022;Dezember;Fr;Sperrgut 1 Marke
2022-12-05;2022;Dezember;Mo;Sperrgut 3 Marken
2022-12-12;2022;Dezember;Mo;Sperrgut 2 Marken
2022-12-12;2022;Dezember;Mo;Sperrgut 5 Marken
2022-12-14;2022;Dezember;Mi;Sperrgut 4 Marken
2022-12-16;2022;Dezember;Fr;Sperrgut 1 Marke
2022-12-16;2022;Dezember;Fr;Sperrgut 2 Marken
2022-12-16;2022;Dezember;Fr;Sperrgut 4 Marken
2022-12-20;2022;Dezember;Di;Sperrgut 1 Marke
2022-12-21;2022;Dezember;Mi;Sperrgut 3 Marken
2022-12-23;2022;Dezember;Fr;Sperrgut 4 Marken
2022-12-28;2022;Dezember;Mi;Sperrgut 1 Marke
2022-12-29;2022;Dezember;Do;Sperrgut 3 Marken
2023-01-20;2023;Januar;Fr;Sperrgut 2 Marken
2023-01-23;2023;Januar;Mo;Sperrgut 6 Marken
2023-01-27;2023;Januar;Fr;Sperrgut 4 Marken
2023-01-31;2023;Januar;Di;Sperrgut 3 Marken
2023-01-31;2023;Januar;Di;Sperrgut 4 Marken
2023-01-03;2023;Januar;Di;Sperrgut 2 Marken
2023-01-04;2023;Januar;Mi;Sperrgut 4 Marken
2023-01-04;2023;Januar;Mi;Sperrgut 3 Marken
2023-01-12;2023;Januar;Do;Sperrgut 1 Marke
2023-01-13;2023;Januar;Fr;Sperrgut 6 Marken
2023-01-26;2023;Januar;Do;Sperrgut 3 Marken
2023-01-26;2023;Januar;Do;Sperrgut 6 Marken
2023-01-27;2023;Januar;Fr;Sperrgut 3 Marken
2023-01-30;2023;Januar;Mo;Sperrgut 5 Marken
2023-01-16;2023;Januar;Mo;Sperrgut ohne Marke
2023-01-16;2023;Januar;Mo;Sperrgut 5 Marken
2023-01-11;2023;Januar;Mi;Sperrgut 1 Marke
2023-01-23;2023;Januar;Mo;Sperrgut 4 Marken
2023-01-26;2023;Januar;Do;Sperrgut 1 Marke
2023-01-02;2023;Januar;Mo;Sperrgut 1 Marke
2023-01-12;2023;Januar;Do;Sperrgut 5 Marken
2023-01-13;2023;Januar;Fr;Sperrgut 2 Marken
2023-01-13;2023;Januar;Fr;Sperrgut 4 Marken
2023-01-18;2023;Januar;Mi;Sperrgut 6 Marken
2023-01-18;2023;Januar;Mi;Sperrgut 3 Marken
2023-01-20;2023;Januar;Fr;Sperrgut 1 Marke
2023-01-25;2023;Januar;Mi;Sperrgut 6 Marken
2023-01-25;2023;Januar;Mi;Sperrgut 4 Marken
2023-02-07;2023;Februar;Di;Sperrgut 5 Marken
2023-02-15;2023;Februar;Mi;Sperrgut 6 Marken
2023-02-09;2023;Februar;Do;Sperrgut 3 Marken
2023-02-10;2023;Februar;Fr;Sperrgut > 6 Marken
2023-02-14;2023;Februar;Di;Sperrgut > 6 Marken
2023-02-22;2023;Februar;Mi;Sperrgut 6 Marken
2023-02-23;2023;Februar;Do;Sperrgut 5 Marken
2023-02-27;2023;Februar;Mo;Sperrgut > 6 Marken
2023-02-07;2023;Februar;Di;Sperrgut 3 Marken
2023-02-08;2023;Februar;Mi;Sperrgut 4 Marken
2023-02-08;2023;Februar;Mi;Sperrgut 1 Marke
2023-02-15;2023;Februar;Mi;Sperrgut 4 Marken
2023-02-06;2023;Februar;Mo;Sperrgut 2 Marken
2023-02-06;2023;Februar;Mo;Sperrgut 3 Marken
2023-02-10;2023;Februar;Fr;Sperrgut 3 Marken
2023-02-13;2023;Februar;Mo;Sperrgut 2 Marken
2023-02-13;2023;Februar;Mo;Sperrgut 6 Marken
2023-02-14;2023;Februar;Di;Sperrgut 2 Marken
2023-02-16;2023;Februar;Do;Sperrgut 1 Marke
2023-02-17;2023;Februar;Fr;Sperrgut 1 Marke
2023-02-23;2023;Februar;Do;Sperrgut 1 Marke
2023-02-23;2023;Februar;Do;Sperrgut 2 Marken
2023-02-24;2023;Februar;Fr;Sperrgut 1 Marke
2023-02-01;2023;Februar;Mi;Sperrgut 3 Marken
2023-02-27;2023;Februar;Mo;Sperrgut 5 Marken
2023-02-27;2023;Februar;Mo;Sperrgut 2 Marken
2021-05-31;2021;Mai;Mo;Sperrgut 6 Marken
2021-05-03;2021;Mai;Mo;Sperrgut 1 Marke
2021-05-04;2021;Mai;Di;Sperrgut 2 Marken
2021-05-05;2021;Mai;Mi;Sperrgut 2 Marken
2021-05-05;2021;Mai;Mi;Sperrgut 4 Marken
2021-05-07;2021;Mai;Fr;Sperrgut 2 Marken
2021-05-14;2021;Mai;Fr;Sperrgut 1 Marke
2021-05-19;2021;Mai;Mi;Sperrgut 2 Marken
2021-05-20;2021;Mai;Do;Sperrgut 1 Marke
2021-05-25;2021;Mai;Di;Sperrgut 2 Marken
2021-05-27;2021;Mai;Do;Sperrgut 1 Marke
2021-05-31;2021;Mai;Mo;Sperrgut 2 Marken
2021-06-01;2021;Juni;Di;Sperrgut 5 Marken
2021-06-18;2021;Juni;Fr;Sperrgut 6 Marken
2021-06-16;2021;Juni;Mi;Sperrgut > 6 Marken
2021-06-21;2021;Juni;Mo;Sperrgut 4 Marken
2021-06-25;2021;Juni;Fr;Sperrgut > 6 Marken
2021-06-25;2021;Juni;Fr;Sperrgut ohne Marke
2021-06-30;2021;Juni;Mi;Sperrgut ohne Marke
2021-06-09;2021;Juni;Mi;Sperrgut 6 Marken
2021-06-30;2021;Juni;Mi;Sperrgut 5 Marken
2021-06-04;2021;Juni;Fr;Sperrgut 1 Marke
2021-06-08;2021;Juni;Di;Sperrgut 3 Marken
2021-06-08;2021;Juni;Di;
2021-06-08;2021;Juni;Di;Sperrgut > 6 Marken
2021-06-09;2021;Juni;Mi;Sperrgut 2 Marken
2021-06-21;2021;Juni;Mo;Sperrgut 1 Marke
2021-06-22;2021;Juni;Di;Sperrgut 2 Marken
2021-06-30;2021;Juni;Mi;Sperrgut 4 Marken
2021-07-02;2021;Juli;Fr;Sperrgut 6 Marken
2021-07-13;2021;Juli;Di;Sperrgut 5 Marken
2021-07-22;2021;Juli;Do;Sperrgut 6 Marken
2021-07-27;2021;Juli;Di;Sperrgut 5 Marken
2021-07-01;2021;Juli;Do;Sperrgut 1 Marke
2021-07-12;2021;Juli;Mo;Sperrgut ohne Marke
2021-07-16;2021;Juli;Fr;Sperrgut ohne Marke
2021-07-19;2021;Juli;Mo;Sperrgut 4 Marken
2021-07-20;2021;Juli;Di;Sperrgut ohne Marke
2021-07-21;2021;Juli;Mi;Sperrgut 3 Marken
2021-07-26;2021;Juli;Mo;Sperrgut > 6 Marken
2021-07-27;2021;Juli;Di;Sperrgut 1 Marke
2021-07-28;2021;Juli;Mi;Sperrgut 1 Marke
2021-07-29;2021;Juli;Do;Sperrgut > 6 Marken
2021-07-05;2021;Juli;Mo;Sperrgut > 6 Marken
2021-07-08;2021;Juli;Do;Sperrgut 6 Marken
2021-07-14;2021;Juli;Mi;Sperrgut 1 Marke
2021-07-14;2021;Juli;Mi;Sperrgut 2 Marken
2021-07-22;2021;Juli;Do;Sperrgut > 6 Marken
2021-07-22;2021;Juli;Do;Sperrgut 1 Marke
2021-07-28;2021;Juli;Mi;Sperrgut 3 Marken
2021-07-01;2021;Juli;Do;Sperrgut 6 Marken
2021-07-01;2021;Juli;Do;Sperrgut 4 Marken
2021-07-02;2021;Juli;Fr;Sperrgut 1 Marke
2021-07-06;2021;Juli;Di;Sperrgut 4 Marken
2021-07-20;2021;Juli;Di;Sperrgut 6 Marken
2021-07-22;2021;Juli;Do;Sperrgut 4 Marken
2021-07-23;2021;Juli;Fr;Sperrgut 4 Marken
2021-07-23;2021;Juli;Fr;Sperrgut 5 Marken
2021-08-02;2021;August;Mo;Sperrgut 6 Marken
2021-08-04;2021;August;Mi;Sperrgut 6 Marken
2021-08-05;2021;August;Do;Sperrgut 4 Marken
2021-08-06;2021;August;Fr;Sperrgut 6 Marken
2021-08-02;2021;August;Mo;Sperrgut 3 Marken
2021-08-05;2021;August;Do;Sperrgut 2 Marken
2021-08-19;2021;August;Do;Sperrgut 3 Marken
2021-08-23;2021;August;Mo;Sperrgut 5 Marken
2021-08-26;2021;August;Do;Sperrgut 4 Marken
2021-08-18;2021;August;Mi;Sperrgut 1 Marke
2021-08-18;2021;August;Mi;Sperrgut 3 Marken
2021-08-25;2021;August;Mi;Sperrgut 3 Marken
2021-08-25;2021;August;Mi;Sperrgut 4 Marken
2021-08-30;2021;August;Mo;Sperrgut 2 Marken
2021-08-30;2021;August;Mo;Sperrgut 4 Marken
2021-08-11;2021;August;Mi;Sperrgut 3 Marken
2021-08-11;2021;August;Mi;Sperrgut 2 Marken
2021-08-11;2021;August;Mi;Sperrgut 1 Marke
2021-08-23;2021;August;Mo;Sperrgut 2 Marken
2021-08-24;2021;August;Di;Sperrgut 1 Marke
2021-08-25;2021;August;Mi;Sperrgut 1 Marke
2021-08-30;2021;August;Mo;Sperrgut 5 Marken
2021-08-04;2021;August;Mi;Sperrgut 3 Marken
2021-08-06;2021;August;Fr;Sperrgut 4 Marken
2021-08-13;2021;August;Fr;Sperrgut 2 Marken
2021-08-16;2021;August;Mo;Sperrgut 5 Marken
2021-08-17;2021;August;Di;Sperrgut 3 Marken
2021-08-17;2021;August;Di;Sperrgut 4 Marken
2021-08-26;2021;August;Do;Sperrgut 1 Marke
2021-08-31;2021;August;Di;Sperrgut 2 Marken
2021-09-15;2021;September;Mi;Sperrgut 5 Marken
2021-09-21;2021;September;Di;Sperrgut 4 Marken
2021-09-22;2021;September;Mi;Sperrgut ohne Marke
2021-09-22;2021;September;Mi;Sperrgut 4 Marken
2021-09-01;2021;September;Mi;Sperrgut 6 Marken
2021-09-10;2021;September;Fr;Sperrgut ohne Marke
2021-09-23;2021;September;Do;Sperrgut 5 Marken
2021-09-06;2021;September;Mo;Sperrgut 3 Marken
2021-09-07;2021;September;Di;Sperrgut 3 Marken
2021-09-15;2021;September;Mi;Sperrgut 4 Marken
2021-09-17;2021;September;Fr;Sperrgut 2 Marken
2021-09-01;2021;September;Mi;Sperrgut 1 Marke
2021-09-02;2021;September;Do;Sperrgut 3 Marken
2021-09-03;2021;September;Fr;Sperrgut 3 Marken
2021-09-08;2021;September;Mi;Sperrgut 2 Marken
2021-09-10;2021;September;Fr;Sperrgut 4 Marken
2021-09-16;2021;September;Do;Sperrgut 3 Marken
2021-09-22;2021;September;Mi;Sperrgut 2 Marken
2021-09-23;2021;September;Do;Sperrgut 2 Marken
2021-09-27;2021;September;Mo;Sperrgut 1 Marke
2021-09-28;2021;September;Di;Sperrgut 4 Marken
2021-09-29;2021;September;Mi;Sperrgut 4 Marken
2021-10-14;2021;Oktober;Do;Sperrgut 5 Marken
2021-10-25;2021;Oktober;Mo;Sperrgut ohne Marke
2021-10-01;2021;Oktober;Fr;Sperrgut 6 Marken
2021-10-01;2021;Oktober;Fr;Sperrgut 2 Marken
2021-10-06;2021;Oktober;Mi;Sperrgut ohne Marke
2021-10-07;2021;Oktober;Do;Sperrgut 6 Marken
2021-10-08;2021;Oktober;Fr;Sperrgut 1 Marke
2021-10-08;2021;Oktober;Fr;Sperrgut ohne Marke
2021-10-08;2021;Oktober;Fr;Sperrgut > 6 Marken
2021-10-13;2021;Oktober;Mi;Sperrgut 3 Marken
2021-10-14;2021;Oktober;Do;Sperrgut 6 Marken
2021-10-14;2021;Oktober;Do;Sperrgut ohne Marke
2021-10-15;2021;Oktober;Fr;Sperrgut 5 Marken
2021-10-18;2021;Oktober;Mo;Sperrgut ohne Marke
2021-10-19;2021;Oktober;Di;Sperrgut 6 Marken
2021-10-11;2021;Oktober;Mo;Sperrgut 4 Marken
2021-10-05;2021;Oktober;Di;Sperrgut 2 Marken
2021-10-05;2021;Oktober;Di;Sperrgut 1 Marke
2021-10-06;2021;Oktober;Mi;Sperrgut 5 Marken
2021-10-06;2021;Oktober;Mi;Sperrgut 3 Marken
2021-10-12;2021;Oktober;Di;Sperrgut 4 Marken
2021-10-13;2021;Oktober;Mi;Sperrgut 4 Marken
2021-10-13;2021;Oktober;Mi;Sperrgut 1 Marke
2021-10-14;2021;Oktober;Do;Sperrgut 3 Marken
2021-10-18;2021;Oktober;Mo;Sperrgut 4 Marken
2021-10-19;2021;Oktober;Di;Sperrgut 1 Marke
2021-10-20;2021;Oktober;Mi;Sperrgut 5 Marken
2021-10-22;2021;Oktober;Fr;Sperrgut 1 Marke
2021-10-22;2021;Oktober;Fr;Sperrgut 5 Marken
2021-10-25;2021;Oktober;Mo;Sperrgut 6 Marken
2021-10-28;2021;Oktober;Do;Sperrgut 6 Marken
2021-10-29;2021;Oktober;Fr;Sperrgut 4 Marken
2021-11-03;2021;November;Mi;Sperrgut 4 Marken
2021-11-10;2021;November;Mi;Sperrgut ohne Marke
2021-11-04;2021;November;Do;Sperrgut 6 Marken
2021-11-05;2021;November;Fr;Sperrgut 3 Marken
2021-11-12;2021;November;Fr;Sperrgut 2 Marken
2021-11-18;2021;November;Do;Sperrgut 4 Marken
2021-11-22;2021;November;Mo;Sperrgut 3 Marken
2021-11-02;2021;November;Di;Sperrgut ohne Marke
2021-11-02;2021;November;Di;Sperrgut > 6 Marken
2021-11-02;2021;November;Di;Sperrgut 5 Marken
2021-11-04;2021;November;Do;Sperrgut 5 Marken
2021-11-09;2021;November;Di;Sperrgut 1 Marke
2021-11-09;2021;November;Di;Sperrgut 4 Marken
2021-11-29;2021;November;Mo;Sperrgut 1 Marke
2021-11-02;2021;November;Di;Sperrgut 1 Marke
2021-11-03;2021;November;Mi;Sperrgut 1 Marke
2021-11-05;2021;November;Fr;Sperrgut 2 Marken
2021-11-10;2021;November;Mi;Sperrgut 2 Marken
2021-11-12;2021;November;Fr;Sperrgut 1 Marke
2021-11-18;2021;November;Do;Sperrgut 1 Marke
2021-11-19;2021;November;Fr;Sperrgut 2 Marken
2021-12-07;2021;Dezember;Di;Sperrgut ohne Marke
2021-12-13;2021;Dezember;Mo;Sperrgut 4 Marken
2021-12-27;2021;Dezember;Mo;Sperrgut 6 Marken
2021-12-28;2021;Dezember;Di;Sperrgut 4 Marken
2021-12-01;2021;Dezember;Mi;Sperrgut > 6 Marken
2021-12-02;2021;Dezember;Do;Sperrgut ohne Marke
2021-12-08;2021;Dezember;Mi;Sperrgut 4 Marken
2021-12-16;2021;Dezember;Do;Sperrgut ohne Marke
2021-12-20;2021;Dezember;Mo;Sperrgut 2 Marken
2021-12-22;2021;Dezember;Mi;Sperrgut > 6 Marken
2021-12-23;2021;Dezember;Do;Sperrgut 3 Marken
2021-12-24;2021;Dezember;Fr;Sperrgut 1 Marke
2021-12-31;2021;Dezember;Fr;Sperrgut 4 Marken
2021-12-09;2021;Dezember;Do;Sperrgut 1 Marke
2021-12-01;2021;Dezember;Mi;Sperrgut 2 Marken
2021-12-10;2021;Dezember;Fr;Sperrgut 5 Marken
2021-12-10;2021;Dezember;Fr;Sperrgut 2 Marken
2021-12-13;2021;Dezember;Mo;Sperrgut 1 Marke
2021-12-14;2021;Dezember;Di;Sperrgut 1 Marke
2021-12-27;2021;Dezember;Mo;Sperrgut 3 Marken
2021-12-27;2021;Dezember;Mo;Sperrgut ohne Marke
2021-12-28;2021;Dezember;Di;Sperrgut 2 Marken
2021-12-29;2021;Dezember;Mi;Sperrgut 3 Marken
2021-12-30;2021;Dezember;Do;Sperrgut 3 Marken
2022-01-07;2022;Januar;Fr;Sperrgut 5 Marken
2022-01-12;2022;Januar;Mi;Sperrgut 4 Marken
2022-01-05;2022;Januar;Mi;Sperrgut 5 Marken
2022-01-07;2022;Januar;Fr;Sperrgut 3 Marken
2022-01-12;2022;Januar;Mi;Sperrgut ohne Marke
2022-01-14;2022;Januar;Fr;Sperrgut ohne Marke
2022-01-19;2022;Januar;Mi;Sperrgut 4 Marken
2022-01-20;2022;Januar;Do;Sperrgut 3 Marken
2022-01-25;2022;Januar;Di;Sperrgut 4 Marken
2022-01-28;2022;Januar;Fr;Sperrgut > 6 Marken
2022-01-28;2022;Januar;Fr;Sperrgut ohne Marke
2022-01-19;2022;Januar;Mi;Sperrgut 3 Marken
2022-01-20;2022;Januar;Do;Sperrgut 1 Marke
2022-01-03;2022;Januar;Mo;Sperrgut 2 Marken
2022-01-03;2022;Januar;Mo;Sperrgut 5 Marken
2022-01-06;2022;Januar;Do;Sperrgut 4 Marken
2022-01-10;2022;Januar;Mo;Sperrgut 5 Marken
2022-01-13;2022;Januar;Do;Sperrgut 3 Marken
2022-01-13;2022;Januar;Do;Sperrgut 5 Marken
2022-01-14;2022;Januar;Fr;Sperrgut 3 Marken
2022-01-17;2022;Januar;Mo;Sperrgut 1 Marke
2022-01-18;2022;Januar;Di;Sperrgut 5 Marken
2022-01-18;2022;Januar;Di;Sperrgut 1 Marke
2022-01-24;2022;Januar;Mo;Sperrgut 3 Marken
2022-01-25;2022;Januar;Di;Sperrgut 2 Marken
2022-01-26;2022;Januar;Mi;Sperrgut 1 Marke
2022-01-28;2022;Januar;Fr;Sperrgut 3 Marken
2022-01-31;2022;Januar;Mo;Sperrgut 6 Marken
2022-02-01;2022;Februar;Di;Sperrgut 4 Marken
2022-02-15;2022;Februar;Di;Sperrgut 6 Marken
2022-02-07;2022;Februar;Mo;Sperrgut 4 Marken
2022-02-09;2022;Februar;Mi;Sperrgut ohne Marke
2022-02-01;2022;Februar;Di;Sperrgut 2 Marken
2022-02-01;2022;Februar;Di;Sperrgut 1 Marke
2022-02-02;2022;Februar;Mi;Sperrgut 1 Marke
2022-02-04;2022;Februar;Fr;Sperrgut 1 Marke
2022-02-07;2022;Februar;Mo;Sperrgut 2 Marken
